id,input,expected_output
93,Sophia is hitched to Laura. Their kid David had a bday yesterday. They also bought a new printer for the office.,"Sophia ---> [SPOUSE] ---> Laura
Laura ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> David
Laura ---> [CHILD] ---> David
David ---> [PARENT] ---> Sophia
David ---> [PARENT] ---> Laura"
94,Robert and Michael adopted David years ago. Many mistakenly believe they are their nephew. The internet connection failed several times.,"Robert ---> [CHILD] ---> David
Michael ---> [CHILD] ---> David
David ---> [PARENT] ---> Robert
David ---> [PARENT] ---> Michael"
95,"Laura and Anna celebrated the birthday of their daughter Emily. She received many gifts. The temperature reached 34 degrees during the afternoon. Michael, Anna's sister, also attended.","Laura ---> [CHILD] ---> Emily
Anna ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Laura
Emily ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Anna"
96,"David, Jonathan, Thomas, and Emily participated in a chess tournament. Sometimes they write messages with spelling mistakes. No family relationship was indicated.",
97,"Anna was previously married to James, but currently lives with Robert. Emily is the child of Anna and James. The conference lasted for more than four hours.","Anna ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> Emily
James ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Anna
Emily ---> [PARENT] ---> James"
98,"Thomas visited Robert along with David. Later, Sarah arrived. It was unclear if there was any kinship.",
99,Olivia is hitched to Sarah. Their kid James had a bday yesterday. The train arrived twenty minutes late.,"Olivia ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Olivia
Olivia ---> [CHILD] ---> James
Sarah ---> [CHILD] ---> James
James ---> [PARENT] ---> Olivia
James ---> [PARENT] ---> Sarah"
100,"Olivia visited Laura along with David. Later, Emily arrived. It was unclear if there was any kinship.",
101,"Michael, Robert, Anna, and James participated in a chess tournament. The conference lasted for more than four hours. No family relationship was indicated.",
102,"James is hitched to Olivia. Their kid Sarah had a bday yesterday. By the way, the price of oranges went up quite a bit this year.","James ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> James
James ---> [CHILD] ---> Sarah
Olivia ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> James
Sarah ---> [PARENT] ---> Olivia"
103,"Robert was previously married to Jonathan, but currently lives with James. Sophia is the child of Robert and Jonathan. The train arrived twenty minutes late.","Robert ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Sophia
Jonathan ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Robert
Sophia ---> [PARENT] ---> Jonathan"
104,Jonathan was born on 05/12/1980. They are married to Robert. Their child Olivia was born on 02/08/2010. The conference lasted for more than four hours. Michael is the sibling of Jonathan.,"Jonathan ---> [SPOUSE] ---> Robert
Robert ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Olivia
Robert ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Jonathan
Olivia ---> [PARENT] ---> Robert
Jonathan ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Jonathan
Jonathan ---> [BIRTHDATE] ---> 05/12/1980
Olivia ---> [BIRTHDATE] ---> 02/08/2010"
105,Robert and Anna adopted Sophia years ago. Many mistakenly believe they are their nephew. The train arrived twenty minutes late.,"Robert ---> [CHILD] ---> Sophia
Anna ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Robert
Sophia ---> [PARENT] ---> Anna"
106,"Olivia and Laura celebrated the birthday of their daughter Michael. She received many gifts. Nobody really liked the movie they watched on Saturday. Anna, Laura's sister, also attended.","Olivia ---> [CHILD] ---> Michael
Laura ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Olivia
Michael ---> [PARENT] ---> Laura
Laura ---> [SIBLING] ---> Anna
Anna ---> [SIBLING] ---> Laura"
107,Laura is hitched to Emily. Their kid Olivia had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"Laura ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> Olivia
Emily ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> Laura
Olivia ---> [PARENT] ---> Emily"
108,"Michael and Jonathan celebrated the birthday of their daughter Robert. She received many gifts. The train arrived twenty minutes late. Olivia, Jonathan's sister, also attended.","Michael ---> [CHILD] ---> Robert
Jonathan ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Michael
Robert ---> [PARENT] ---> Jonathan
Jonathan ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Jonathan"
109,"Emily and Olivia celebrated the birthday of their daughter Robert. She received many gifts. The team lost three consecutive matches. Sophia, Olivia's sister, also attended.","Emily ---> [CHILD] ---> Robert
Olivia ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Emily
Robert ---> [PARENT] ---> Olivia
Olivia ---> [SIBLING] ---> Sophia
Sophia ---> [SIBLING] ---> Olivia"
110,"Anna visited James along with Sophia. Later, David arrived. It was unclear if there was any kinship.",
111,"Thomas visited Robert along with Anna. Later, Emily arrived. It was unclear if there was any kinship.",
112,Emily and Robert adopted Thomas years ago. Many mistakenly believe they are their nephew. The conference lasted for more than four hours.,"Emily ---> [CHILD] ---> Thomas
Robert ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Emily
Thomas ---> [PARENT] ---> Robert"
113,"Emily was previously married to James, but currently lives with Thomas. David is the child of Emily and James. The conference lasted for more than four hours.","Emily ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> David
James ---> [CHILD] ---> David
David ---> [PARENT] ---> Emily
David ---> [PARENT] ---> James"
114,"David and Anna celebrated the birthday of their daughter Sophia. She received many gifts. The internet connection failed several times. Robert, Anna's sister, also attended.","David ---> [CHILD] ---> Sophia
Anna ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> David
Sophia ---> [PARENT] ---> Anna
Anna ---> [SIBLING] ---> Robert
Robert ---> [SIBLING] ---> Anna"
115,"Sophia was previously married to Olivia, but currently lives with Laura. Michael is the child of Sophia and Olivia. The internet connection failed several times.","Sophia ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Michael
Olivia ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Sophia
Michael ---> [PARENT] ---> Olivia"
116,"Thomas was previously married to Olivia, but currently lives with Michael. Sarah is the child of Thomas and Olivia. The internet connection failed several times.","Thomas ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Sarah
Olivia ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Thomas
Sarah ---> [PARENT] ---> Olivia"
117,Emily was born on 05/12/1980. They are married to David. Their child James was born on 02/08/2010. The train arrived twenty minutes late. Olivia is the sibling of Emily.,"Emily ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> James
David ---> [CHILD] ---> James
James ---> [PARENT] ---> Emily
James ---> [PARENT] ---> David
Emily ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Emily
Emily ---> [BIRTHDATE] ---> 05/12/1980
James ---> [BIRTHDATE] ---> 02/08/2010"
118,David is hitched to Sarah. Their kid Olivia had a bday yesterday. The temperature reached 34 degrees during the afternoon.,"David ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> David
David ---> [CHILD] ---> Olivia
Sarah ---> [CHILD] ---> Olivia
Olivia ---> [PARENT] ---> David
Olivia ---> [PARENT] ---> Sarah"
119,"Sophia visited Sarah along with Anna. Later, Jonathan arrived. It was unclear if there was any kinship.",
120,Emily was born on 05/12/1980. They are married to Sarah. Their child Robert was born on 02/08/2010. The temperature reached 34 degrees during the afternoon. David is the sibling of Emily.,"Emily ---> [SPOUSE] ---> Sarah
Sarah ---> [SPOUSE] ---> Emily
Emily ---> [CHILD] ---> Robert
Sarah ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Emily
Robert ---> [PARENT] ---> Sarah
Emily ---> [SIBLING] ---> David
David ---> [SIBLING] ---> Emily
Emily ---> [BIRTHDATE] ---> 05/12/1980
Robert ---> [BIRTHDATE] ---> 02/08/2010"
121,Michael and James adopted Robert years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Michael ---> [CHILD] ---> Robert
James ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Michael
Robert ---> [PARENT] ---> James"
122,Thomas was born on 05/12/1980. They are married to Michael. Their child Robert was born on 02/08/2010. The train arrived twenty minutes late. Olivia is the sibling of Thomas.,"Thomas ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Robert
Michael ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> Thomas
Robert ---> [PARENT] ---> Michael
Thomas ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Thomas
Thomas ---> [BIRTHDATE] ---> 05/12/1980
Robert ---> [BIRTHDATE] ---> 02/08/2010"
123,"Laura and Thomas celebrated the birthday of their daughter Michael. She received many gifts. The internet connection failed several times. Jonathan, Thomas's sister, also attended.","Laura ---> [CHILD] ---> Michael
Thomas ---> [CHILD] ---> Michael
Michael ---> [PARENT] ---> Laura
Michael ---> [PARENT] ---> Thomas
Thomas ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> Thomas"
124,"Laura and Sophia celebrated the birthday of their daughter Thomas. She received many gifts. The conference lasted for more than four hours. Michael, Sophia's sister, also attended.","Laura ---> [CHILD] ---> Thomas
Sophia ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Laura
Thomas ---> [PARENT] ---> Sophia
Sophia ---> [SIBLING] ---> Michael
Michael ---> [SIBLING] ---> Sophia"
125,"Laura was previously married to Jonathan, but currently lives with Michael. James is the child of Laura and Jonathan. No one remembered where the keys were.","Laura ---> [SPOUSE] ---> Jonathan
Jonathan ---> [SPOUSE] ---> Laura
Laura ---> [CHILD] ---> James
Jonathan ---> [CHILD] ---> James
James ---> [PARENT] ---> Laura
James ---> [PARENT] ---> Jonathan"
126,"Robert visited Thomas along with Michael. Later, Anna arrived. It was unclear if there was any kinship.",
127,"Sophia visited Emily along with Jonathan. Later, Thomas arrived. It was unclear if there was any kinship.",
128,Michael was born on 05/12/1980. They are married to James. Their child Sophia was born on 02/08/2010. The train arrived twenty minutes late. Laura is the sibling of Michael.,"Michael ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Michael
Michael ---> [CHILD] ---> Sophia
James ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Michael
Sophia ---> [PARENT] ---> James
Michael ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Michael
Michael ---> [BIRTHDATE] ---> 05/12/1980
Sophia ---> [BIRTHDATE] ---> 02/08/2010"
129,Jonathan is hitched to David. Their kid Anna had a bday yesterday. Nobody really liked the movie they watched on Saturday.,"Jonathan ---> [SPOUSE] ---> David
David ---> [SPOUSE] ---> Jonathan
Jonathan ---> [CHILD] ---> Anna
David ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Jonathan
Anna ---> [PARENT] ---> David"
130,"Sarah, Sophia, David, and Anna participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.",
131,"Thomas, James, David, and Laura participated in a chess tournament. The temperature reached 34 degrees during the afternoon. No family relationship was indicated.",
132,David and Sarah adopted Robert years ago. Many mistakenly believe they are their nephew. The internet connection failed several times.,"David ---> [CHILD] ---> Robert
Sarah ---> [CHILD] ---> Robert
Robert ---> [PARENT] ---> David
Robert ---> [PARENT] ---> Sarah"
133,Robert was born on 05/12/1980. They are married to Olivia. Their child Emily was born on 02/08/2010. The train arrived twenty minutes late. James is the sibling of Robert.,"Robert ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Robert
Robert ---> [CHILD] ---> Emily
Olivia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Robert
Emily ---> [PARENT] ---> Olivia
Robert ---> [SIBLING] ---> James
James ---> [SIBLING] ---> Robert
Robert ---> [BIRTHDATE] ---> 05/12/1980
Emily ---> [BIRTHDATE] ---> 02/08/2010"
134,"Sarah visited Anna along with Robert. Later, Jonathan arrived. It was unclear if there was any kinship.",
135,Sarah and James adopted Anna years ago. Many mistakenly believe they are their nephew. Nobody really liked the movie they watched on Saturday.,"Sarah ---> [CHILD] ---> Anna
James ---> [CHILD] ---> Anna
Anna ---> [PARENT] ---> Sarah
Anna ---> [PARENT] ---> James"
136,"Sarah and Sophia adopted Laura years ago. Many mistakenly believe they are their nephew. By the way, the price of oranges went up quite a bit this year.","Sarah ---> [CHILD] ---> Laura
Sophia ---> [CHILD] ---> Laura
Laura ---> [PARENT] ---> Sarah
Laura ---> [PARENT] ---> Sophia"
137,Sophia is hitched to Olivia. Their kid Emily had a bday yesterday. The conference lasted for more than four hours.,"Sophia ---> [SPOUSE] ---> Olivia
Olivia ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> Emily
Olivia ---> [CHILD] ---> Emily
Emily ---> [PARENT] ---> Sophia
Emily ---> [PARENT] ---> Olivia"
138,Olivia and Robert adopted Jonathan years ago. Many mistakenly believe they are their nephew. Sometimes they write messages with spelling mistakes.,"Olivia ---> [CHILD] ---> Jonathan
Robert ---> [CHILD] ---> Jonathan
Jonathan ---> [PARENT] ---> Olivia
Jonathan ---> [PARENT] ---> Robert"
139,"James, Sophia, David, and Michael participated in a chess tournament. The internet connection failed several times. No family relationship was indicated.",
140,Thomas is hitched to James. Their kid Sophia had a bday yesterday. Sometimes they write messages with spelling mistakes.,"Thomas ---> [SPOUSE] ---> James
James ---> [SPOUSE] ---> Thomas
Thomas ---> [CHILD] ---> Sophia
James ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Thomas
Sophia ---> [PARENT] ---> James"
141,Anna is hitched to Emily. Their kid Sarah had a bday yesterday. The team lost three consecutive matches.,"Anna ---> [SPOUSE] ---> Emily
Emily ---> [SPOUSE] ---> Anna
Anna ---> [CHILD] ---> Sarah
Emily ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Anna
Sarah ---> [PARENT] ---> Emily"
142,"Sarah was born on 05/12/1980. They are married to Michael. Their child Thomas was born on 02/08/2010. By the way, the price of oranges went up quite a bit this year. Olivia is the sibling of Sarah.","Sarah ---> [SPOUSE] ---> Michael
Michael ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> Thomas
Michael ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Sarah
Thomas ---> [PARENT] ---> Michael
Sarah ---> [SIBLING] ---> Olivia
Olivia ---> [SIBLING] ---> Sarah
Sarah ---> [BIRTHDATE] ---> 05/12/1980
Thomas ---> [BIRTHDATE] ---> 02/08/2010"
143,"Michael, Robert, Sophia, and Anna participated in a chess tournament. The train arrived twenty minutes late. No family relationship was indicated.",
144,Sophia was born on 05/12/1980. They are married to Thomas. Their child David was born on 02/08/2010. The team lost three consecutive matches. Laura is the sibling of Sophia.,"Sophia ---> [SPOUSE] ---> Thomas
Thomas ---> [SPOUSE] ---> Sophia
Sophia ---> [CHILD] ---> David
Thomas ---> [CHILD] ---> David
David ---> [PARENT] ---> Sophia
David ---> [PARENT] ---> Thomas
Sophia ---> [SIBLING] ---> Laura
Laura ---> [SIBLING] ---> Sophia
Sophia ---> [BIRTHDATE] ---> 05/12/1980
David ---> [BIRTHDATE] ---> 02/08/2010"
145,"Sarah was previously married to Anna, but currently lives with James. Sophia is the child of Sarah and Anna. They also bought a new printer for the office.","Sarah ---> [SPOUSE] ---> Anna
Anna ---> [SPOUSE] ---> Sarah
Sarah ---> [CHILD] ---> Sophia
Anna ---> [CHILD] ---> Sophia
Sophia ---> [PARENT] ---> Sarah
Sophia ---> [PARENT] ---> Anna"
146,"Olivia and Sarah celebrated the birthday of their daughter Thomas. She received many gifts. The conference lasted for more than four hours. Jonathan, Sarah's sister, also attended.","Olivia ---> [CHILD] ---> Thomas
Sarah ---> [CHILD] ---> Thomas
Thomas ---> [PARENT] ---> Olivia
Thomas ---> [PARENT] ---> Sarah
Sarah ---> [SIBLING] ---> Jonathan
Jonathan ---> [SIBLING] ---> Sarah"
147,Anna and Jonathan adopted Sarah years ago. Many mistakenly believe they are their nephew. The internet connection failed several times.,"Anna ---> [CHILD] ---> Sarah
Jonathan ---> [CHILD] ---> Sarah
Sarah ---> [PARENT] ---> Anna
Sarah ---> [PARENT] ---> Jonathan"
